tweet_id,hashtags,text,timestamp,img_urls,video_url,category
914638165650092032,['HurricaneMaria'],wenn das wohnzimmer plötzlich zur straße hin offen ist... bergdorf pueblito del carmen. #hurricanemaria zerstörte hier diverse häuser. pic.twitter.com/qa9fmhxhzf,2017-10-01 23:48:26,['https://pbs.twimg.com/media/DLFyh_7V4AAeRpx.jpg'],,transportation
914637521505615872,"['PuertoRicoRelief', 'PuertoRicoCrisis', 'HurricaneMaria']","#puertoricorelief
#puertoricocrisis 
ab charities — contribute now to support victims of #hurricanemaria https://secure.actblue.com/donate/dlcc-maria?amount=25&email=patricia.linna55@gmail.com&firstname=patricia&lastname=linna&city=westland&state=mi&zip=48185&phone=7342668275&occupation=&employer=&recurring=1&utm_medium=email&utm_source=dlcc&utm_content=3+-+httpactdlccorgsupportpuertorico&utm_campaign=em091117_s1_b1_1b&source=em091117_s1_b1_1b&refcode=em100117_s2_b1_1b …",2017-10-01 23:45:52,[],,health
914636287784607744,['HurricaneMaria'],"@realdonaldtrump offers #hurricanemaria victims a golf trophy. @vp sends ""hearts and prayers"" 2 murder targets in edmonton. is that it?",2017-10-01 23:40:58,[],,health
914635116122710016,['HuracánMaría'],"se aprecia cualquier donativo para ""flash fund"" de 72 horas para envío directo de medicamentos sumamente necesarios en loíza. ¡gracias! https://www.youcaring.com/tallersalud-967900 …? #huracánmaría",2017-10-01 23:36:19,[],,transportation
914634785502490624,['HurricaneMaria'],"hey friends i’m doing ok. there’s not good signal so i can’t talk much. no water, no power, little food but surviving #hurricanemaria",2017-10-01 23:35:00,[],,power
914634415879462912,"['HurricaneMaria', 'WAPA']","yes, #hurricanemaria was horrific and one of only a couple on record to ever hit usvi head-on still at a force 4+ but regardless #wapa this is what you do (water and power) and you need to learn from the feds offering help to improve your eggshell services now and in the future!",2017-10-01 23:33:32,[],,power
914634139231490048,['HurricaneMaria'],people are dying without medical assistance. we have so many elderly who need machines to survive #hurricanemaria.,2017-10-01 23:32:26,[],,health
914633328229314560,"['HurricaneMaria', 'PuertoRico']","#hurricanemaria death toll in #puertorico is higher than official count, experts say http://www.miamiherald.com/news/weather/hurricane/article175955031.html …",2017-10-01 23:29:13,[],,health
914633205327818752,"['Caribbean', 'hurricaneIrma', 'hurricaneMaria']",#caribbean countries have suffered more than us$45 billion in damage because of #hurricaneirma and #hurricanemaria https://shar.es/1vylox ,2017-10-01 23:28:43,[],,transportation
914632903539220480,"['Mother', 'hurricaneMaria']",#mother had water with no ice during #hurricanemaria how she missed ice cold water,2017-10-01 23:27:31,[],,water
914631900823728128,"['crazylegs', 'rocksteadycrew', 'breakdancing', 'BoricuaStrong', 'HelpPuertoRico', 'HurricaneMaria', 'fitnfunny', 'swolisantos', 'cleanwaterhttps']",#crazylegs #rocksteadycrew #breakdancing #boricuastrong #helppuertorico #hurricanemaria #fitnfunny #swolisantos #cleanwaterhttps://twitter.com/npr/status/914614905067786240 …,2017-10-01 23:23:32,[],,water
914631066169769984,"['trees', 'force', 'hurricanemaria', 'northernireland', 'becarefuloutthere']","the #trees are beginning to sway with #force as ex #hurricanemaria passes by #northernireland, #becarefuloutthere :)",2017-10-01 23:20:13,[],,transportation
914629854276063232,"['PuertoRico', 'HurricaneMaria']",#puertorico power grid 'virtually gone' after #hurricanemaria https://www.ecowatch.com/puerto-rico-electricity-2490536184.html …,2017-10-01 23:15:24,[],,power
914626733650915328,"['USVI', 'HurricaneMaria']","a soldier gives first person account of her medical relief mission in #usvi, part of #hurricanemaria relief efforts.
https://www.dvidshub.net/video/554831/hurricane-maria-relief …",2017-10-01 23:03:00,[],,health
914626684908744704,"['PuertoRico', 'HurricaneMaria']","the number of  puerto ricans without water grew to more than half: dod 
#puertorico #hurricanemaria http://www.huffingtonpost.com/entry/puerto-ricans-without-water-grows_us_59d0f003e4b06791bb11171b?ncid=engmodushpmg00000004 … via @huffpostpol",2017-10-01 23:02:49,[],,water
914626520181874688,"['Healthcare', 'Crisis', 'PuertoRico', 'HurricaneMaria', 'PuertoRicoRelief', 'weatherwars', 'SmokeAndMirrors']","#healthcare was a #crisis  in #puertorico  before #hurricanemaria
https://youtu.be/ucujwogc350 
#puertoricorelief #weatherwars #smokeandmirrors",2017-10-01 23:02:10,[],,transportation
914626139578093568,['HurricaneMaria'],".@uscoastguard provide disaster relief supplies, food rations and water to victims of #hurricanemaria at rio grande, puerto rico pic.twitter.com/yff05zn2ah",2017-10-01 23:00:39,['https://pbs.twimg.com/media/DLFnoCxWsAAjwD9.jpg'],,health
914624533151338496,"['HurricaneMaria', 'SatoStro']",humanesociety: rt thesatoproject: new evacuees enjoying their first bath in foster care! #hurricanemaria #satostro…pic.twitter.com/sloqesj2a0,2017-10-01 22:54:16,['https://pbs.twimg.com/media/DLDkzscW4AAl47h.jpg'],,transportation
914623867888570368,"['HurricaneMaria', 'CarmenYulin', 'Corruption', 'Strike']",carmen yulin slams donald j trump but don't mention union strike http://ow.ly/vvmq30fynlp  #hurricanemaria #carmenyulin #corruption #strike,2017-10-01 22:51:37,[],,transportation
914623671121141760,"['puertorico', 'hurricanemaria', 'photography', 'Manati', 'journalist', 'journeyofagirl']","""water needs"" #puertorico #hurricanemaria #photography #manati #journalist #journeyofagirl… https://www.instagram.com/p/bzuqi-wheyi/ ",2017-10-01 22:50:50,[],,water
914623542163070976,"['HurricaneMaria', 'PuertoRicopic']",our #hurricanemaria airlift carrying 3 tons of urgently needed medicine and supplies has arrived in #puertoricopic.twitter.com/ymsacky9u8,2017-10-01 22:50:19,['https://pbs.twimg.com/media/DLFlQnRV4AUsLA9.jpg'],,transportation
